X,Y,id,type,modified,language,bibliographicCitation,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,catalogNumber,occurrenceRemarks,individualCount,lifeStage,occurrenceStatus,samplingProtocol,eventDate,startDayOfYear,year,month,day,fieldNumber,waterBody,country,stateProvince,county,locality,minimumDepthInMeters,maximumDepthInMeters,verbatimCoordinateSystem,decimalLatitude,decimalLongitude,geodeticDatum,coordinatePrecision,footprintWKT,typeStatus,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,FID
-175.3,-21.71667,41,PhysicalObject,2014/06/08 12:00:00+00,en,Cytharomorula danigoi (Muricidae from Fiji and Tonga 41),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1535 Cytharomorula danigoi,GearType=Warén dredge,2,,present,GearType=Warén dredge,,,,,,DW 1535,South Pacific Ocean,,,,,268,268,decimal degrees,-21.71667,-175.3,WGS84,200,POINT (-175.3 -21.71667),,urn:lsid:marinespecies.org:taxname:408087,Cytharomorula danigoi,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Cytharomorula,,danigoi,,"Houart, 1995",81
-175.31667,-21.03333,42,PhysicalObject,2014/06/08 12:00:00+00,en,Cytharomorula danigoi (Muricidae from Fiji and Tonga 42),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1567 Cytharomorula danigoi,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1567,South Pacific Ocean,,,,,351,356,decimal degrees,-21.03333,-175.31667,WGS84,200,POINT (-175.31667 -21.03333),,urn:lsid:marinespecies.org:taxname:408087,Cytharomorula danigoi,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Cytharomorula,,danigoi,,"Houart, 1995",82
-173.91667,-18.56667,43,PhysicalObject,2014/06/08 12:00:00+00,en,Cytharomorula danigoi (Muricidae from Fiji and Tonga 43),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1586 Cytharomorula danigoi,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1586,South Pacific Ocean,,,,,440,487,decimal degrees,-18.56667,-173.91667,WGS84,200,POINT (-173.91667 -18.56667),,urn:lsid:marinespecies.org:taxname:408087,Cytharomorula danigoi,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Cytharomorula,,danigoi,,"Houart, 1995",83
-175.31667,-21.03333,44,PhysicalObject,2014/06/08 12:00:00+00,en,Cytharomorula grayi (Muricidae from Fiji and Tonga 44),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1508 Cytharomorula grayi,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1508,South Pacific Ocean,,,,,555,581,decimal degrees,-21.03333,-175.31667,WGS84,200,POINT (-175.31667 -21.03333),,urn:lsid:marinespecies.org:taxname:140391,Cytharomorula grayi,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Cytharomorula,,grayi,,"(Dall, 1889)",84
-175.01667,-21.31667,45,PhysicalObject,2014/06/08 12:00:00+00,en,Cytharomorula grayi (Muricidae from Fiji and Tonga 45),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1512 Cytharomorula grayi,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1512,South Pacific Ocean,,,,,183,184,decimal degrees,-21.31667,-175.01667,WGS84,200,POINT (-175.01667 -21.31667),,urn:lsid:marinespecies.org:taxname:140391,Cytharomorula grayi,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Cytharomorula,,grayi,,"(Dall, 1889)",85
-175.01667,-21.31667,46,PhysicalObject,2014/06/08 12:00:00+00,en,Cytharomorula grayi (Muricidae from Fiji and Tonga 46),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1521 Cytharomorula grayi,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1521,South Pacific Ocean,,,,,225,233,decimal degrees,-21.31667,-175.01667,WGS84,200,POINT (-175.01667 -21.31667),,urn:lsid:marinespecies.org:taxname:140391,Cytharomorula grayi,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Cytharomorula,,grayi,,"(Dall, 1889)",86
-175.31667,-21.03333,47,PhysicalObject,2014/06/08 12:00:00+00,en,Cytharomorula grayi (Muricidae from Fiji and Tonga 47),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1567 Cytharomorula grayi,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1567,South Pacific Ocean,,,,,351,356,decimal degrees,-21.03333,-175.31667,WGS84,200,POINT (-175.31667 -21.03333),,urn:lsid:marinespecies.org:taxname:140391,Cytharomorula grayi,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Cytharomorula,,grayi,,"(Dall, 1889)",87
-175.33333,-22.2,48,PhysicalObject,2014/06/08 12:00:00+00,en,Cytharomorula grayi (Muricidae from Fiji and Tonga 48),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1603 Cytharomorula grayi,GearType=Warén dredge,3,,present,GearType=Warén dredge,,,,,,DW 1603,South Pacific Ocean,,,,,189,196,decimal degrees,-22.2,-175.33333,WGS84,200,POINT (-175.33333 -22.2),,urn:lsid:marinespecies.org:taxname:140391,Cytharomorula grayi,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Cytharomorula,,grayi,,"(Dall, 1889)",88
178.1,-18.35,49,PhysicalObject,2014/06/08 12:00:00+00,en,Cytharomorula paucimaculata (Muricidae from Fiji and Tonga 49),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 09 Cytharomorula paucimaculata,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 09,South Pacific Ocean,,,,,37,41,decimal degrees,-18.35,178.1,WGS84,200,POINT (178.1 -18.35),,urn:lsid:marinespecies.org:taxname:408182,Cytharomorula paucimaculata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Cytharomorula,,paucimaculata,,"(G. B. Sowerby III, 1903)",89
178.16667,-18.35,50,PhysicalObject,2014/06/08 12:00:00+00,en,Cytharomorula paucimaculata (Muricidae from Fiji and Tonga 50),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 12 Cytharomorula paucimaculata,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 12,South Pacific Ocean,,,,,39,39,decimal degrees,-18.35,178.16667,WGS84,200,POINT (178.16667 -18.35),,urn:lsid:marinespecies.org:taxname:408182,Cytharomorula paucimaculata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Cytharomorula,,paucimaculata,,"(G. B. Sowerby III, 1903)",90
178.01667,-18.45,51,PhysicalObject,2014/06/08 12:00:00+00,en,Cytharomorula paucimaculata (Muricidae from Fiji and Tonga 51),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 25 Cytharomorula paucimaculata,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 25,South Pacific Ocean,,,,,48,51,decimal degrees,-18.45,178.01667,WGS84,200,POINT (178.01667 -18.45),,urn:lsid:marinespecies.org:taxname:408182,Cytharomorula paucimaculata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Cytharomorula,,paucimaculata,,"(G. B. Sowerby III, 1903)",91
-175.33333,-22.26667,52,PhysicalObject,2014/06/08 12:00:00+00,en,Cytharomorula pinguis (Muricidae from Fiji and Tonga 52),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1606 Cytharomorula pinguis,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1606,South Pacific Ocean,,,,,313,316,decimal degrees,-22.26667,-175.33333,WGS84,200,POINT (-175.33333 -22.26667),,urn:lsid:marinespecies.org:taxname:408184,Cytharomorula pinguis,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Cytharomorula,,pinguis,,"Houart, 1995",92
-175.01667,-21.31667,53,PhysicalObject,2014/06/08 12:00:00+00,en,Cytharomorula vexillum (Muricidae from Fiji and Tonga 53),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1512 Cytharomorula vexillum,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1512,South Pacific Ocean,,,,,183,184,decimal degrees,-21.31667,-175.01667,WGS84,200,POINT (-175.01667 -21.31667),,urn:lsid:marinespecies.org:taxname:408186,Cytharomorula vexillum,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Cytharomorula,,vexillum,,"Kuroda, 1953",93
-175,-20.63333,54,PhysicalObject,2014/06/08 12:00:00+00,en,Cytharomorula vexillum (Muricidae from Fiji and Tonga 54),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1549 Cytharomorula vexillum,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1549,South Pacific Ocean,,,,,500,500,decimal degrees,-20.63333,-175,WGS84,200,POINT (-175 -20.63333),,urn:lsid:marinespecies.org:taxname:408186,Cytharomorula vexillum,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Cytharomorula,,vexillum,,"Kuroda, 1953",94
-175.26667,-22.28333,55,PhysicalObject,2014/06/08 12:00:00+00,en,Cytharomorula vexillum (Muricidae from Fiji and Tonga 55),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1605 Cytharomorula vexillum,GearType=Warén dredge,5,,present,GearType=Warén dredge,,,,,,DW 1605,South Pacific Ocean,,,,,441,441,decimal degrees,-22.28333,-175.26667,WGS84,200,POINT (-175.26667 -22.28333),,urn:lsid:marinespecies.org:taxname:408186,Cytharomorula vexillum,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Cytharomorula,,vexillum,,"Kuroda, 1953",95
-175.38333,-22.25,56,PhysicalObject,2014/06/08 12:00:00+00,en,Cytharomorula vexillum (Muricidae from Fiji and Tonga 56),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1607 Cytharomorula vexillum,GearType=Warén dredge,3,,present,GearType=Warén dredge,,,,,,DW 1607,South Pacific Ocean,,,,,356,367,decimal degrees,-22.25,-175.38333,WGS84,200,POINT (-175.38333 -22.25),,urn:lsid:marinespecies.org:taxname:408186,Cytharomorula vexillum,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Cytharomorula,,vexillum,,"Kuroda, 1953",96
178.25,-17.26667,57,PhysicalObject,2014/06/08 12:00:00+00,en,Daphnellopsis fimbriata (Muricidae from Fiji and Tonga 57),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1314 Daphnellopsis fimbriata,GearType=Warén dredge,1,juvenile,present,GearType=Warén dredge,,,,,,DW 1314,South Pacific Ocean,,,,,656,660,decimal degrees,-17.26667,178.25,WGS84,200,POINT (178.25 -17.26667),,urn:lsid:marinespecies.org:taxname:408253,Daphnellopsis fimbriata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Daphnellopsis,,fimbriata,,"(Hinds, 1843)",97
178.55,-18.2,58,PhysicalObject,2014/06/08 12:00:00+00,en,Daphnellopsis fimbriata (Muricidae from Fiji and Tonga 58),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1366 Daphnellopsis fimbriata,GearType=Warén dredge,1,juvenile,present,GearType=Warén dredge,,,,,,DW 1366,South Pacific Ocean,,,,,149,168,decimal degrees,-18.2,178.55,WGS84,200,POINT (178.55 -18.2),,urn:lsid:marinespecies.org:taxname:408253,Daphnellopsis fimbriata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Daphnellopsis,,fimbriata,,"(Hinds, 1843)",98
177.9,-18.3,59,PhysicalObject,2014/06/08 12:00:00+00,en,Daphnellopsis fimbriata (Muricidae from Fiji and Tonga 59),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1381 Daphnellopsis fimbriata,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1381,South Pacific Ocean,,,,,275,430,decimal degrees,-18.3,177.9,WGS84,200,POINT (177.9 -18.3),,urn:lsid:marinespecies.org:taxname:408253,Daphnellopsis fimbriata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Daphnellopsis,,fimbriata,,"(Hinds, 1843)",99
178.1,-18.31667,60,PhysicalObject,2014/06/08 12:00:00+00,en,Daphnellopsis fimbriata (Muricidae from Fiji and Tonga 60),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1384 Daphnellopsis fimbriata,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1384,South Pacific Ocean,,,,,260,305,decimal degrees,-18.31667,178.1,WGS84,200,POINT (178.1 -18.31667),,urn:lsid:marinespecies.org:taxname:408253,Daphnellopsis fimbriata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Daphnellopsis,,fimbriata,,"(Hinds, 1843)",100
178.5501667,-18.2065,61,PhysicalObject,2014/06/08 12:00:00+00,en,Daphnellopsis lamellosa (Muricidae from Fiji and Tonga 61),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1363 Daphnellopsis lamellosa,GearType=beam trawl,1,juvenile,present,GearType=beam trawl,1998/08/15,227,1998,8,15,CP 1363,South Pacific Ocean,,,,,144,150,decimal degrees,-18.2065,178.5501667,WGS84,30,POINT (178.550166666667 -18.2065),,urn:lsid:marinespecies.org:taxname:408255,Daphnellopsis lamellosa,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Daphnellopsis,,lamellosa,,"Schepman, 1913",101
178.53333,-18.21667,62,PhysicalObject,2014/06/08 12:00:00+00,en,Daphnellopsis lamellosa (Muricidae from Fiji and Tonga 62),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1365 Daphnellopsis lamellosa,GearType=Warén dredge,2,juvenile,present,GearType=Warén dredge,,,,,,DW 1365,South Pacific Ocean,,,,,295,302,decimal degrees,-18.21667,178.53333,WGS84,200,POINT (178.53333 -18.21667),,urn:lsid:marinespecies.org:taxname:408255,Daphnellopsis lamellosa,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Daphnellopsis,,lamellosa,,"Schepman, 1913",102
178.55,-18.2,63,PhysicalObject,2014/06/08 12:00:00+00,en,Daphnellopsis lamellosa (Muricidae from Fiji and Tonga 63),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1366 Daphnellopsis lamellosa,GearType=Warén dredge,2,juvenile,present,GearType=Warén dredge,,,,,,DW 1366,South Pacific Ocean,,,,,149,168,decimal degrees,-18.2,178.55,WGS84,200,POINT (178.55 -18.2),,urn:lsid:marinespecies.org:taxname:408255,Daphnellopsis lamellosa,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Daphnellopsis,,lamellosa,,"Schepman, 1913",103
177.36667,-17.65,64,PhysicalObject,2014/06/08 12:00:00+00,en,Ergalatax contracta (Muricidae from Fiji and Tonga 64),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,BS 82 Ergalatax contracta,,3,,present,,,,,,,BS 82,South Pacific Ocean,,,,,21,21,decimal degrees,-17.65,177.36667,WGS84,200,POINT (177.36667 -17.65),,urn:lsid:marinespecies.org:taxname:233616,Ergalatax contracta,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ergalatax,,contracta,,"(Reeve, 1846)",104
178.06667,-18.43333,65,PhysicalObject,2014/06/08 12:00:00+00,en,Ergalatax contracta (Muricidae from Fiji and Tonga 65),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 19 Ergalatax contracta,GearType=beam trawl,1,,present,GearType=beam trawl,,,,,,CP 19,South Pacific Ocean,,,,,48,50,decimal degrees,-18.43333,178.06667,WGS84,200,POINT (178.06667 -18.43333),,urn:lsid:marinespecies.org:taxname:233616,Ergalatax contracta,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ergalatax,,contracta,,"(Reeve, 1846)",105
177.21667,-17.86667,66,PhysicalObject,2014/06/08 12:00:00+00,en,Ergalatax contracta (Muricidae from Fiji and Tonga 66),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 45 Ergalatax contracta,GearType=beam trawl,1,,present,GearType=beam trawl,,,,,,CP 45,South Pacific Ocean,,,,,35,35,decimal degrees,-17.86667,177.21667,WGS84,200,POINT (177.21667 -17.86667),,urn:lsid:marinespecies.org:taxname:233616,Ergalatax contracta,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ergalatax,,contracta,,"(Reeve, 1846)",106
178.11667,-18.35,67,PhysicalObject,2014/06/08 12:00:00+00,en,Ergalatax contracta (Muricidae from Fiji and Tonga 67),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 10 Ergalatax contracta,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 10,South Pacific Ocean,,,,,39,43,decimal degrees,-18.35,178.11667,WGS84,200,POINT (178.11667 -18.35),,urn:lsid:marinespecies.org:taxname:233616,Ergalatax contracta,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ergalatax,,contracta,,"(Reeve, 1846)",107
178.15,-18.35,68,PhysicalObject,2014/06/08 12:00:00+00,en,Ergalatax contracta (Muricidae from Fiji and Tonga 68),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 11 Ergalatax contracta,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 11,South Pacific Ocean,,,,,26,26,decimal degrees,-18.35,178.15,WGS84,200,POINT (178.15 -18.35),,urn:lsid:marinespecies.org:taxname:233616,Ergalatax contracta,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ergalatax,,contracta,,"(Reeve, 1846)",108
178.08333,-18.4,69,PhysicalObject,2014/06/08 12:00:00+00,en,Ergalatax contracta (Muricidae from Fiji and Tonga 69),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 26 Ergalatax contracta,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 26,South Pacific Ocean,,,,,42,43,decimal degrees,-18.4,178.08333,WGS84,200,POINT (178.08333 -18.4),,urn:lsid:marinespecies.org:taxname:233616,Ergalatax contracta,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ergalatax,,contracta,,"(Reeve, 1846)",109
177.21667,-17.8,70,PhysicalObject,2014/06/08 12:00:00+00,en,Ergalatax contracta (Muricidae from Fiji and Tonga 70),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 62 Ergalatax contracta,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 62,South Pacific Ocean,,,,,32,32,decimal degrees,-17.8,177.21667,WGS84,200,POINT (177.21667 -17.8),,urn:lsid:marinespecies.org:taxname:233616,Ergalatax contracta,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ergalatax,,contracta,,"(Reeve, 1846)",110
178.5501667,-18.2065,71,PhysicalObject,2014/06/08 12:00:00+00,en,Favartia conleyi (Muricidae from Fiji and Tonga 71),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1363 Favartia conleyi,GearType=beam trawl,1,,present,GearType=beam trawl,1998/08/15,227,1998,8,15,CP 1363,South Pacific Ocean,,,,,144,150,decimal degrees,-18.2065,178.5501667,WGS84,30,POINT (178.550166666667 -18.2065),,urn:lsid:marinespecies.org:taxname:723817,Favartia conleyi,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Favartia,,conleyi,,"Houart, 1999",111
178.03333,-18.36667,72,PhysicalObject,2014/06/08 12:00:00+00,en,Favartia conleyi (Muricidae from Fiji and Tonga 72),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 08 Favartia conleyi,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 08,South Pacific Ocean,,,,,28,30,decimal degrees,-18.36667,178.03333,WGS84,200,POINT (178.03333 -18.36667),,urn:lsid:marinespecies.org:taxname:723817,Favartia conleyi,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Favartia,,conleyi,,"Houart, 1999",112
178.1,-18.35,73,PhysicalObject,2014/06/08 12:00:00+00,en,Favartia conleyi (Muricidae from Fiji and Tonga 73),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 09 Favartia conleyi,GearType=Warén dredge,1,juvenile,present,GearType=Warén dredge,,,,,,DW 09,South Pacific Ocean,,,,,37,41,decimal degrees,-18.35,178.1,WGS84,200,POINT (178.1 -18.35),,urn:lsid:marinespecies.org:taxname:723817,Favartia conleyi,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Favartia,,conleyi,,"Houart, 1999",113
178.18333,-18.38333,74,PhysicalObject,2014/06/08 12:00:00+00,en,Favartia conleyi (Muricidae from Fiji and Tonga 74),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 15 Favartia conleyi,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 15,South Pacific Ocean,,,,,32,34,decimal degrees,-18.38333,178.18333,WGS84,200,POINT (178.18333 -18.38333),,urn:lsid:marinespecies.org:taxname:723817,Favartia conleyi,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Favartia,,conleyi,,"Houart, 1999",114
177.95,-18.46667,75,PhysicalObject,2014/06/08 12:00:00+00,en,Favartia conleyi (Muricidae from Fiji and Tonga 75),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 24 Favartia conleyi,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 24,South Pacific Ocean,,,,,40,40,decimal degrees,-18.46667,177.95,WGS84,200,POINT (177.95 -18.46667),,urn:lsid:marinespecies.org:taxname:723817,Favartia conleyi,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Favartia,,conleyi,,"Houart, 1999",115
-175.31667,-21.03333,76,PhysicalObject,2014/06/08 12:00:00+00,en,Favartia maculata (Muricidae from Fiji and Tonga 76),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1569 Favartia maculata,GearType=Warén dredge,1,,present,GearType=Warén dredge,,,,,,DW 1569,South Pacific Ocean,,,,,433,433,decimal degrees,-21.03333,-175.31667,WGS84,200,POINT (-175.31667 -21.03333),,urn:lsid:marinespecies.org:taxname:738143,Favartia maculata,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Favartia,,maculata,,"(Reeve, 1845)",116
178.0971667,-18.30833333,77,PhysicalObject,2014/06/08 12:00:00+00,en,Favartia (Muricidae from Fiji and Tonga 77),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1384 Favartia,GearType=Warén dredge,2,juvenile,present,GearType=Warén dredge,1998/08/18,230,1998,8,18,DW 1384,South Pacific Ocean,,,,,260,305,decimal degrees,-18.30833333,178.0971667,WGS84,30,POINT (178.097166666667 -18.3083333333333),,urn:lsid:marinespecies.org:taxname:206015,Favartia,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Favartia,,,,"Jousseaume, 1880",117
178.085,-18.30983333,78,PhysicalObject,2014/06/08 12:00:00+00,en,Favartia (Muricidae from Fiji and Tonga 78),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1390 Favartia,GearType=beam trawl,1,,present,GearType=beam trawl,1998/08/19,231,1998,8,19,CP 1390,South Pacific Ocean,,,,,234,361,decimal degrees,-18.30983333,178.085,WGS84,30,POINT (178.085 -18.3098333333333),,urn:lsid:marinespecies.org:taxname:206015,Favartia,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Favartia,,,,"Jousseaume, 1880",118
-175.31667,-21.65,79,PhysicalObject,2014/06/08 12:00:00+00,en,Leptotrophon (Muricidae from Fiji and Tonga 79),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1538 Leptotrophon,GearType=Warén dredge,2,,present,GearType=Warén dredge,,,,,,DW 1538,South Pacific Ocean,,,,,471,508,decimal degrees,-21.65,-175.31667,WGS84,200,POINT (-175.31667 -21.65),,urn:lsid:marinespecies.org:taxname:399014,Leptotrophon,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Leptotrophon,,,,"Houart, 1995",119
178.5501667,-18.2065,80,PhysicalObject,2014/06/08 12:00:00+00,en,Monstrotyphis montfortii (Muricidae from Fiji and Tonga 80),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,CP 1363 Monstrotyphis montfortii,GearType=beam trawl,3,,present,GearType=beam trawl,1998/08/15,227,1998,8,15,CP 1363,South Pacific Ocean,,,,,144,150,decimal degrees,-18.2065,178.5501667,WGS84,30,POINT (178.550166666667 -18.2065),,urn:lsid:marinespecies.org:taxname:407603,Monstrotyphis montfortii,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Monstrotyphis,,montfortii,,"(A. Adams, 1863)",120
178.0971667,-18.30833333,81,PhysicalObject,2014/06/08 12:00:00+00,en,Monstrotyphis montfortii (Muricidae from Fiji and Tonga 81),Muséum national d’Histoire naturelle,Muricidae from Fiji and Tonga,Muricidae from Fiji and Tonga,MNHN,Human Observation,DW 1384 Monstrotyphis montfortii,GearType=Warén dredge,1,,present,GearType=Warén dredge,1998/08/18,230,1998,8,18,DW 1384,South Pacific Ocean,,,,,260,305,decimal degrees,-18.30833333,178.0971667,WGS84,30,POINT (178.097166666667 -18.3083333333333),,urn:lsid:marinespecies.org:taxname:407603,Monstrotyphis montfortii,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Monstrotyphis,,montfortii,,"(A. Adams, 1863)",121
